 1 0.1 122952.8089318462 12697.553003816112 6063.717980190265 141714.07991585257
 2 0.2 122952.83712042286 12697.540357480684 6063.700696778736 141714.07817468227
 3 0.30000000000000004 122952.86032866337 12697.52785868015 6063.688245053963 141714.07643239747
 4 0.4 122952.87856092656 12697.515509820492 6063.680617839473 141714.07468858652
 5 0.5 122952.8918234811 12697.503313284304 6063.677806071774 141714.07294283717
 6 0.6000000000000001 122952.90012450078 12697.491271430008 6063.679798805974 141714.07119473675
 7 0.7000000000000001 122952.90347406224 12697.479386591356 6063.686583222862 141714.06944387647
 8 0.8 122952.90188413164 12697.46766107783 6063.698144637195 141714.06768984667
 9 0.9 122952.89536855521 12697.456097176262 6063.714466508137 141714.0659322396
 10 1.0 122952.8839430537 12697.444697149285 6063.735530450377 141714.06417065334
 11 1.1 122952.8676252036 12697.43346323577 6063.761316247064 141714.06240468643
 12 1.2000000000000001 122952.84643442785 12697.422397650247 6063.791801864689 141714.06063394277
 13 1.3 122952.82039197398 12697.411502582698 6063.826963468099 141714.05885802477
 14 1.4000000000000001 122952.78952090179 12697.400780199143 6063.8667754386924 141714.05707653964
 15 1.5 122952.75384606778 12697.3902326267 6063.911210392596 141714.0552890871
 16 1.6 122952.71339409906 12697.379861977639 6063.960239200767 141714.05349527747
 17 1.7000000000000001 122952.66819337527 12697.369670340402 6064.0138310101565 141714.05169472584
 18 1.8 122952.6182740098 12697.359659780304 6064.071953267052 141714.04988705716
 19 1.9000000000000001 122952.56366781893 12697.349832339263 6064.134571740882 141714.04807189907
 20 2.0 122952.50440830113 12697.340190034016 6064.201650549666 141714.0462488848
 21 2.1 122952.44053061078 12697.330734848701 6064.273152186512 141714.044417646
 22 2.2 122952.37207152726 12697.321468744327 6064.349037547691 141714.0425778193
 23 2.3000000000000002 122952.29906943269 12697.312393665383 6064.42926596173 141714.0407290598
 24 2.4000000000000003 122952.22156427185 12697.303511534708 6064.513795218852 141714.0388710254
 25 2.5 122952.13959752562 12697.294824252349 6064.6025816041465 141714.0370033821
 26 2.6 122952.05321218378 12697.286333683673 6064.6955799301695 141714.0351257976
 27 2.7 122951.96245270978 12697.278041674017 6064.792743570694 141714.03323795448
 28 2.8000000000000002 122951.86736498833 12697.269950051326 6064.894024494607 141714.03133953426
 29 2.9000000000000003 122951.76799629895 12697.262060624396 6064.999373302453 141714.0294302258
 30 3.0 122951.66439527443 12697.254375179411 6065.108739263255 141714.0275097171
 31 3.1 122951.55661188587 12697.246895481696 6065.222070352364 141714.02557771993
 32 3.2 122951.44469739574 12697.239623262652 6065.339313288651 141714.02363394704
 33 3.3000000000000002 122951.32870430277 12697.232560243983 6065.4604135757444 141714.0216781225
 34 3.4000000000000003 122951.20868630793 12697.22570811431 6065.585315544916 141714.01970996716
 35 3.5 122951.08469827006 12697.219068542803 6065.713962395228 141714.01772920807
 36 3.6 122950.95679617237 12697.212643187248 6065.846296234387 141714.015735594
 37 3.7 122950.82503706524 12697.20643366648 6065.982258120884 141714.01372885261
 38 3.8000000000000002 122950.6894790406 12697.200441595265 6066.121788112605 141714.01170874846
 39 3.9000000000000003 122950.55018118687 12697.194668568814 6066.264825308231 141714.00967506392
 40 4.0 122950.40720352966 12697.18911616017 6066.411307892955 141714.0076275828
 41 4.1000000000000005 122950.2606069356 12697.183785913248 6066.561173182229 141714.00556603106
 42 4.2 122950.11045317288 12697.17867935044 6066.714357671035 141714.00349019435
 43 4.3 122949.95680479832 12697.173797983529 6066.870797079192 141714.00139986103
 44 4.4 122949.79972513634 12697.169143306031 6067.030426398097 141713.99929484046
 45 4.5 122949.63927821645 12697.164716801506 6067.19317993879 141713.99717495674
 46 4.6000000000000005 122949.4755287327 12697.160519904624 6067.35899137992 141713.99504001723
 47 4.7 122949.30854190745 12697.156554008474 6067.527793814942 141713.99288973087
 48 4.800000000000001 122949.1383835938 12697.152820559673 6067.6995198036975 141713.9907239572
 49 4.9 122948.96512011395 12697.149320936664 6067.87410141886 141713.98854246948
 50 5.0 122948.78881829674 12697.146056480487 6068.051470295339 141713.98634507256
 51 5.1000000000000005 122948.60954532206 12697.143028581018 6068.231557681512 141713.98413158458
 52 5.2 122948.42736877057 12697.140238582277 6068.414294488058 141713.98190184091
 53 5.300000000000001 122948.24235656814 12697.137687786557 6068.59961133695 141713.97965569165
 54 5.4 122948.05457688081 12697.135377507355 6068.787438610725 141713.9773929989
 55 5.5 122947.86409808234 12697.133309049781 6068.977706502038 141713.97511363416
 56 5.6000000000000005 122947.67098872644 12697.131483733603 6069.170345061757 141713.9728175218
 57 5.7 122947.47531746856 12697.129902863813 6069.365284246794 141713.97050457916
 58 5.800000000000001 122947.27715303407 12697.12856769556 6069.562453974379 141713.968174704
 59 5.9 122947.07656417644 12697.127479490835 6069.761784168523 141713.9658278358
 60 6.0 122946.87361956445 12697.126639397553 6069.963204807163 141713.96346376917
